chrom	start	gene	strand	LIC-dRNA-nonpolyA	LIC-dRNA-cDNA-polyA	LIC-dRNA-polyA	Q29-dRNA-nonpolyA-R1	Q29-dRNA-nonpolyA-R2	clusters
NC_005823.1	3079735	LIC_RS13005	-	NA	NA	NA	3079388;371	NA	3104
NC_005823.1	3079740	LIC_RS13005	-	3079414;28	NA	NA	NA	3079388;103	3104
NC_005823.1	3080814	LIC_RS13010	-	NA	NA	NA	3080413;11	NA	3105
NC_005823.1	3080833	LIC_RS13010	-	NA	NA	NA	NA	3078761;4	3106
NC_005823.1	3081065	unaware	-	NA	NA	NA	3080786;21	NA	3107
NC_005823.1	3081774	LIC_RS13015	-	NA	NA	NA	NA	3081387;2	3108
NC_005823.1	3082898	LIC_RS13020	-	NA	NA	NA	3082333;8	NA	3109
NC_005823.1	3083028	LIC_RS13020	-	NA	NA	NA	NA	3082480;4	3110
NC_005823.1	3083982	LIC_RS13025	-	3083625;8	NA	NA	NA	NA	3111
NC_005823.1	3083983	LIC_RS13025	-	NA	NA	NA	3083619;114	NA	3111
NC_005823.1	3083985	LIC_RS13025	-	NA	NA	NA	NA	3083626;28	3111
NC_005823.1	3084108	LIC_RS13025	-	NA	3083358;1	NA	NA	NA	3112
NC_005823.1	3084133	LIC_RS13025	-	NA	3083383;1	NA	NA	NA	3113
NC_005823.1	3084686	unaware	-	NA	NA	NA	3083888;100	NA	3114
NC_005823.1	3084688	unaware	-	NA	NA	NA	NA	3083888;25	3114
NC_005823.1	3084690	unaware	-	3083889;4	NA	NA	NA	NA	3114
NC_005823.1	3085140	LIC_RS13030	-	NA	NA	NA	NA	3084663;2	3115
NC_005823.1	3086381	LIC_RS13035	-	3086195;8	NA	NA	NA	NA	3116
NC_005823.1	3086385	LIC_RS13035	-	NA	NA	NA	3086197;28	NA	3116
NC_005823.1	3086386	LIC_RS13035	-	NA	NA	NA	NA	3085725;8	3116
NC_005823.1	3088012	LIC_RS13045	-	NA	NA	NA	NA	3087584;3	3117
NC_005823.1	3088017	LIC_RS13045	-	NA	NA	NA	3087622;4	NA	3117
NC_005823.1	3088049	LIC_RS13045	-	NA	NA	NA	NA	3087739;2	3118
NC_005823.1	3089277	unaware	-	NA	NA	NA	NA	3088727;2	3119
NC_005823.1	3089404	unaware	-	NA	NA	NA	3088938;3	NA	3120
NC_005823.1	3090128	unaware	-	NA	NA	NA	3089937;2	NA	3121
NC_005823.1	3094462	unaware	-	NA	NA	NA	NA	3094157;2	3122
NC_005823.1	3094463	unaware	-	3094158;2	NA	NA	NA	NA	3122
NC_005823.1	3095129	unaware	-	NA	NA	NA	3094876;13	3094735;3	3123
NC_005823.1	3095133	unaware	-	3094599;2	NA	NA	NA	NA	3123
NC_005823.1	3097295	unaware	-	NA	NA	NA	3096388;3	NA	3124
NC_005823.1	3097875	unaware	-	NA	NA	NA	3097380;5	NA	3125
NC_005823.1	3099601	unaware	-	NA	NA	NA	NA	3099260;2	3126
NC_005823.1	3099607	unaware	-	NA	NA	NA	3099191;6	NA	3126
NC_005823.1	3101099	LIC_RS13110	-	3100853;1	NA	NA	NA	NA	3127
NC_005823.1	3101216	LIC_RS13110	-	3100853;1	NA	NA	NA	NA	3128
NC_005823.1	3101273	LIC_RS13110	-	NA	NA	NA	NA	3100945;1	3129
NC_005823.1	3101504	LIC_RS13110	-	NA	NA	NA	NA	3100942;1	3130
NC_005823.1	3102257	unaware	-	NA	NA	NA	3101997;75	3101997;23	3131
NC_005823.1	3102797	unaware	-	3102538;2	NA	NA	NA	NA	3132
NC_005823.1	3102957	LIC_RS13120	-	NA	NA	NA	NA	3102321;5	3133
NC_005823.1	3102962	LIC_RS13120	-	NA	NA	NA	3102320;27	NA	3133
NC_005823.1	3104534	unaware	-	NA	NA	NA	3104330;2	NA	3134
NC_005823.1	3105154	unaware	-	NA	NA	NA	3104967;2	NA	3135
NC_005823.1	3106641	unaware	-	NA	NA	NA	NA	3105662;2	3136
NC_005823.1	3106871	LIC_RS13130	-	NA	NA	NA	3106550;2	NA	3137
NC_005823.1	3109096	unaware	-	NA	NA	NA	3108781;24	NA	3138
NC_005823.1	3109495	LIC_RS13135	-	3109114;3	NA	NA	NA	3109114;4	3139
NC_005823.1	3109663	LIC_RS13135	-	NA	NA	NA	3109442;22	NA	3140
NC_005823.1	3109664	LIC_RS13135	-	NA	NA	NA	NA	3109114;5	3140
NC_005823.1	3109978	unaware	-	NA	NA	NA	3109439;2	NA	3141
NC_005823.1	3111197	unaware	-	NA	NA	NA	3110563;2	NA	3142
NC_005823.1	3111852	unaware	-	NA	NA	NA	3111511;2	NA	3143
NC_005823.1	3112672	unaware	-	NA	NA	NA	NA	3112384;2	3144
NC_005823.1	3114678	LIC_RS13160	-	3114405;2	NA	NA	3114350;33	3113675;8	3145
NC_005823.1	3116793	LIC_RS13165	-	NA	NA	NA	3116342;6	NA	3146
NC_005823.1	3117885	unaware	-	3117015;6	NA	NA	3117509;100	3117407;19	3147
NC_005823.1	3117965	LIC_RS13170	-	NA	NA	NA	3117780;1	NA	3148
NC_005823.1	3118010	LIC_RS13170	-	NA	NA	NA	3117659;1	NA	3149
NC_005823.1	3120199	unaware	-	NA	NA	NA	3119788;3	NA	3150
NC_005823.1	3125727	unaware	-	NA	NA	NA	3125127;3	NA	3151
NC_005823.1	3125728	unaware	-	NA	NA	NA	NA	3125308;2	3151
NC_005823.1	3127929	unaware	-	NA	NA	NA	3127047;4	NA	3152
NC_005823.1	3129549	LIC_RS13225	-	NA	NA	NA	3129046;26	NA	3153
NC_005823.1	3129554	LIC_RS13225	-	NA	NA	NA	NA	3128440;4	3153
NC_005823.1	3130444	LIC_RS13235	-	NA	NA	NA	3130326;1	NA	3154
NC_005823.1	3130478	LIC_RS13235	-	NA	NA	NA	NA	3130314;1	3155
NC_005823.1	3130523	LIC_RS13235	-	NA	NA	NA	NA	3130289;1	3156
NC_005823.1	3130579	LIC_RS13235	-	NA	NA	NA	NA	3130289;1	3157
NC_005823.1	3130946	LIC_RS13235	-	NA	NA	NA	3130179;1	NA	3158
NC_005823.1	3131287	unaware	-	3131029;2	NA	NA	NA	NA	3159
NC_005823.1	3131295	unaware	-	NA	NA	NA	NA	3130868;5	3159
NC_005823.1	3131548	LIC_RS13240	-	NA	NA	NA	NA	3131312;2	3160
NC_005823.1	3131553	LIC_RS13240	-	NA	NA	NA	3131111;5	NA	3160
NC_005823.1	3133708	LIC_RS13245	-	3133534;2	NA	NA	3133539;8	NA	3161
NC_005823.1	3133733	LIC_RS13245	-	NA	NA	NA	NA	3133553;3	3162
NC_005823.1	3134200	LIC_RS13250	-	3133862;15	NA	NA	3133862;165	3133862;28	3163
NC_005823.1	3134370	LIC_RS13250	-	NA	NA	NA	NA	3133554;27	3164
NC_005823.1	3134371	unaware	-	NA	NA	NA	3134075;155	NA	3164
NC_005823.1	3136103	unaware	-	3135731;2	NA	NA	NA	NA	3165
NC_005823.1	3136624	unaware	-	NA	NA	NA	3136037;2	NA	3166
NC_005823.1	3138339	unaware	-	NA	NA	NA	3137778;5	NA	3167
NC_005823.1	3146134	unaware	-	NA	NA	NA	3145741;2	NA	3168
NC_005823.1	3148397	unaware	-	3148083;3	NA	NA	3148246;23	3147638;7	3169
NC_005823.1	3148476	unaware	-	NA	NA	NA	3148148;2	NA	3170
NC_005823.1	3149480	unaware	-	NA	NA	NA	3149084;2	NA	3171
NC_005823.1	3154000	LIC_RS13320	-	3152531;2	NA	NA	NA	NA	3172
NC_005823.1	3154207	LIC_RS13320	-	3153061;1	NA	NA	NA	NA	3173
NC_005823.1	3154926	LIC_RS13325	-	NA	NA	NA	NA	3154049;3	3174
NC_005823.1	3155230	LIC_RS13330	-	NA	NA	NA	NA	3154102;2	3175
NC_005823.1	3155235	LIC_RS13330	-	NA	NA	NA	3152593;7	NA	3175
NC_005823.1	3155272	LIC_RS13330	-	NA	NA	NA	NA	3154962;1	3176
NC_005823.1	3156147	LIC_RS13335	-	NA	NA	NA	NA	3155844;1	3177
NC_005823.1	3156401	LIC_RS13335	-	NA	NA	NA	NA	3154931;1	3178
NC_005823.1	3156685	LIC_RS13335	-	3155702;1	NA	NA	NA	NA	3179
NC_005823.1	3157358	LIC_RS13340	-	NA	NA	NA	NA	3155303;2	3180
NC_005823.1	3157374	LIC_RS13340	-	NA	NA	NA	3156643;5	NA	3181
NC_005823.1	3157378	LIC_RS13340	-	NA	NA	NA	NA	3156615;2	3181
NC_005823.1	3157503	LIC_RS13335	-	3155271;1	NA	NA	NA	NA	3182
NC_005823.1	3157513	LIC_RS13340	-	NA	NA	NA	3152066;5	NA	3182
NC_005823.1	3157697	LIC_RS13345	-	NA	NA	NA	3157530;2	NA	3183
NC_005823.1	3158097	LIC_RS13345	-	NA	NA	NA	NA	3157085;4	3184
NC_005823.1	3159293	LIC_RS13355	-	NA	NA	NA	3156569;10	NA	3185
NC_005823.1	3160035	LIC_RS13360	-	3159347;1	NA	NA	NA	NA	3186
NC_005823.1	3160144	LIC_RS13360	-	3158545;1	NA	NA	NA	NA	3187
NC_005823.1	3160220	LIC_RS13365	-	NA	NA	NA	3159904;19	3159690;6	3188
NC_005823.1	3160249	LIC_RS13360	-	3158599;1	NA	NA	NA	NA	3189
NC_005823.1	3160644	LIC_RS13365	-	NA	NA	NA	NA	3158457;5	3190
NC_005823.1	3162007	LIC_RS13370	-	3161564;3	NA	NA	3161564;33	NA	3191
NC_005823.1	3162012	LIC_RS13370	-	NA	NA	NA	NA	3161563;7	3191
NC_005823.1	3162364	LIC_RS13375	-	NA	NA	NA	3162127;28	NA	3192
NC_005823.1	3162798	LIC_RS13380	-	NA	NA	NA	3162132;18	NA	3193
NC_005823.1	3163088	LIC_RS13385	-	3162127;2	NA	NA	NA	NA	3194
NC_005823.1	3163407	LIC_RS13385	-	3162289;1	NA	NA	NA	NA	3195
NC_005823.1	3164528	LIC_RS13390	-	NA	NA	NA	3163733;109	NA	3196
NC_005823.1	3164529	LIC_RS13390	-	3161563;3	NA	NA	NA	3164017;34	3196
NC_005823.1	3165070	LIC_RS13395	-	3164194;1	NA	NA	NA	NA	3197
NC_005823.1	3165090	LIC_RS13395	-	3164909;1	NA	NA	3164654;67	3164650;20	3198
NC_005823.1	3167446	LIC_RS13400	-	3167251;1	NA	NA	NA	NA	3199
NC_005823.1	3167638	LIC_RS13400	-	3167269;1	NA	NA	NA	NA	3200
NC_005823.1	3168505	unaware	-	NA	NA	NA	3168049;25	NA	3201
NC_005823.1	3168540	LIC_RS13405	-	NA	NA	NA	3166891;14	NA	3202
NC_005823.1	3168547	LIC_RS13405	-	NA	NA	NA	NA	3166872;3	3202
NC_005823.1	3174507	unaware	-	NA	NA	NA	3173958;9	NA	3203
NC_005823.1	3174508	unaware	-	NA	NA	NA	NA	3174360;2	3203
NC_005823.1	3177327	unaware	-	NA	NA	NA	3176675;6	NA	3204
NC_005823.1	3177418	unaware	-	NA	NA	NA	3176910;2	NA	3205
NC_005823.1	3180824	LIC_RS13455	-	NA	NA	NA	3180309;2	NA	3206
NC_005823.1	3181868	LIC_RS13465	-	3181678;28	NA	NA	3181678;286	3181678;66	3207
NC_005823.1	3181872	LIC_RS13465	-	NA	3181236;2	NA	NA	NA	3207
NC_005823.1	3182162	unaware	-	NA	NA	NA	3181738;9	NA	3208
NC_005823.1	3185948	unaware	-	NA	NA	NA	3185723;2	NA	3209
NC_005823.1	3189839	LIC_RS13485	-	NA	NA	NA	3189378;3	NA	3210
NC_005823.1	3190112	LIC_RS13485	-	NA	NA	NA	NA	3189634;1	3211
NC_005823.1	3190127	LIC_RS13485	-	NA	NA	NA	NA	3189662;1	3212
NC_005823.1	3190297	LIC_RS13485	-	NA	NA	NA	NA	3189697;1	3213
NC_005823.1	3193205	LIC_RS13490	-	3192624;1	NA	NA	NA	NA	3214
NC_005823.1	3193208	LIC_RS13490	-	NA	NA	NA	NA	3192875;1	3214
NC_005823.1	3193239	LIC_RS13490	-	3192646;1	NA	NA	NA	NA	3215
NC_005823.1	3193241	LIC_RS13490	-	NA	NA	NA	NA	3193059;1	3215
NC_005823.1	3193291	LIC_RS13490	-	NA	NA	NA	NA	3193119;1	3216
NC_005823.1	3196607	unaware	-	NA	NA	NA	3195925;5	NA	3217
NC_005823.1	3196611	unaware	-	NA	NA	NA	NA	3196379;2	3217
NC_005823.1	3205700	unaware	-	3204948;3	NA	NA	3205211;46	NA	3218
NC_005823.1	3208818	unaware	-	3208065;9	NA	NA	3208375;136	3208374;33	3219
NC_005823.1	3208918	LIC_RS13550	-	NA	NA	NA	3208080;11	NA	3220
NC_005823.1	3209049	LIC_RS13550	-	3208476;1	NA	NA	NA	NA	3221
NC_005823.1	3209137	LIC_RS13550	-	3208375;1	NA	NA	NA	NA	3222
NC_005823.1	3209796	LIC_RS13555	-	NA	NA	NA	3208451;3	NA	3223
NC_005823.1	3210075	LIC_RS13555	-	NA	NA	NA	3209590;3	NA	3224
NC_005823.1	3211013	unaware	-	NA	3210139;4	NA	NA	NA	3225
NC_005823.1	3211015	unaware	-	NA	NA	NA	3210793;16	3209688;7	3225
NC_005823.1	3211018	unaware	-	3210372;4	NA	NA	NA	NA	3225
NC_005823.1	3213358	unaware	-	NA	NA	NA	3212125;2	NA	3226
NC_005823.1	3213953	unaware	-	NA	NA	NA	3213637;3	NA	3227
NC_005823.1	3214053	unaware	-	NA	NA	NA	NA	3213471;2	3228
NC_005823.1	3215194	unaware	-	NA	NA	NA	3214646;4	NA	3229
NC_005823.1	3216055	unaware	-	NA	NA	NA	NA	3215718;2	3230
NC_005823.1	3216110	unaware	-	NA	NA	NA	3215492;3	NA	3231
NC_005823.1	3218492	LIC_RS13585	-	3217872;15	3218124;3	3218122;2	3218315;327	3218315;78	3232
NC_005823.1	3219445	unaware	-	NA	NA	NA	NA	3219247;2	3233
NC_005823.1	3220559	unaware	-	NA	NA	NA	3220383;7	NA	3234
NC_005823.1	3224923	unaware	-	NA	NA	NA	NA	3224763;2	3235
NC_005823.1	3226633	unaware	-	3226184;2	NA	NA	NA	NA	3236
NC_005823.1	3228001	LIC_RS13655	-	NA	NA	NA	NA	3227773;2	3237
NC_005823.1	3228005	LIC_RS13655	-	NA	NA	NA	3227068;1	NA	3237
NC_005823.1	3228054	LIC_RS13655	-	NA	NA	NA	3227598;1	NA	3238
NC_005823.1	3228131	LIC_RS13655	-	NA	NA	NA	NA	3227872;1	3239
NC_005823.1	3229319	LIC_RS13660	-	NA	NA	NA	3227898;1	NA	3240
NC_005823.1	3229357	LIC_RS13660	-	NA	NA	NA	3229188;1	NA	3241
NC_005823.1	3229966	unaware	-	NA	NA	NA	NA	3229028;2	3242
NC_005823.1	3230301	LIC_RS13665	-	NA	NA	NA	NA	3229970;1	3243
NC_005823.1	3230350	LIC_RS13665	-	NA	NA	NA	NA	3229890;1	3244
NC_005823.1	3230351	unaware	-	NA	NA	NA	3229453;3	NA	3244
NC_005823.1	3231567	unaware	-	NA	NA	NA	NA	3230819;2	3245
NC_005823.1	3231713	LIC_RS13670	-	NA	NA	NA	3230805;1	NA	3246
NC_005823.1	3231781	LIC_RS13670	-	NA	NA	NA	3230886;1	NA	3247
NC_005823.1	3232069	unaware	-	3231891;2	NA	NA	NA	NA	3248
NC_005823.1	3233935	LIC_RS13675	-	NA	NA	NA	3233562;2	3233019;2	3249
NC_005823.1	3236759	LIC_RS13690	-	NA	NA	NA	3236530;2	NA	3250
NC_005823.1	3237094	LIC_RS13690	-	NA	NA	NA	3236378;1	NA	3251
NC_005823.1	3237254	unaware	-	NA	NA	NA	3236652;3	NA	3252
NC_005823.1	3245474	unaware	-	NA	NA	NA	3245151;2	NA	3253
NC_005823.1	3248492	LIC_RS13730	-	NA	NA	NA	NA	3248312;9	3254
NC_005823.1	3248496	LIC_RS13730	-	3248312;2	NA	NA	NA	NA	3254
NC_005823.1	3248497	LIC_RS13730	-	NA	NA	NA	3248312;37	NA	3254
NC_005823.1	3248699	unaware	-	NA	NA	NA	NA	3248308;2	3255
NC_005823.1	3250806	unaware	-	NA	NA	NA	3250391;3	NA	3256
NC_005823.1	3251020	unaware	-	NA	NA	NA	3250824;4	NA	3257
NC_005823.1	3251275	unaware	-	3250820;2	NA	NA	NA	NA	3258
NC_005823.1	3251441	unaware	-	NA	NA	NA	NA	3250918;2	3259
NC_005823.1	3252915	unaware	-	NA	NA	NA	NA	3252042;19	3260
NC_005823.1	3252917	unaware	-	NA	NA	NA	3252122;72	NA	3260
NC_005823.1	3252923	unaware	-	3252625;4	NA	NA	NA	NA	3260
NC_005823.1	3253025	LIC_RS13750	-	NA	NA	NA	3252027;7	NA	3261
NC_005823.1	3253258	LIC_RS13750	-	NA	NA	NA	NA	3252121;2	3262
NC_005823.1	3253860	LIC_RS13755	-	NA	NA	NA	3253400;2	NA	3263
NC_005823.1	3253867	LIC_RS13755	-	NA	NA	NA	NA	3252122;2	3263
NC_005823.1	3254046	LIC_RS13755	-	NA	NA	NA	NA	3252975;1	3264
NC_005823.1	3254698	LIC_RS13760	-	NA	NA	NA	3254000;62	3253974;19	3265
NC_005823.1	3254700	LIC_RS13760	-	3253760;4	NA	NA	NA	NA	3265
NC_005823.1	3255921	unaware	-	3255267;2	NA	NA	NA	NA	3266
NC_005823.1	3257026	LIC_RS13765	-	NA	NA	NA	3256526;3	NA	3267
NC_005823.1	3257048	LIC_RS13765	-	NA	NA	NA	3256284;6	NA	3268
NC_005823.1	3257066	LIC_RS13765	-	3256282;2	NA	NA	NA	NA	3269
NC_005823.1	3257494	LIC_RS13765	-	3256808;1	NA	NA	NA	NA	3270
NC_005823.1	3259741	unaware	-	3259419;2	NA	NA	NA	NA	3271
NC_005823.1	3260076	LIC_RS13770	-	NA	NA	NA	NA	3259571;1	3272
NC_005823.1	3260239	LIC_RS13770	-	NA	NA	NA	NA	3259563;1	3273
NC_005823.1	3260922	unaware	-	NA	NA	NA	NA	3259152;3	3274
NC_005823.1	3261461	unaware	-	NA	NA	NA	3260966;3	NA	3275
NC_005823.1	3263406	LIC_RS13775	-	NA	NA	NA	3262236;4	NA	3276
NC_005823.1	3263776	unaware	-	NA	NA	NA	3263545;4	3263321;4	3277
NC_005823.1	3265319	unaware	-	3265073;2	NA	NA	3265071;10	NA	3278
NC_005823.1	3266786	unaware	-	NA	NA	NA	NA	3265175;2	3279
NC_005823.1	3269831	LIC_RS13795	-	NA	NA	NA	3269245;4	NA	3280
NC_005823.1	3270734	unaware	-	3270290;3	NA	NA	NA	NA	3281
NC_005823.1	3270987	unaware	-	3270672;2	NA	NA	NA	NA	3282
NC_005823.1	3271745	unaware	-	NA	NA	NA	NA	3271194;2	3283
NC_005823.1	3272424	unaware	-	NA	NA	NA	NA	3270770;2	3284
NC_005823.1	3279748	LIC_RS13810	-	3279433;31	NA	NA	3279433;209	NA	3285
NC_005823.1	3279750	LIC_RS13810	-	NA	NA	NA	NA	3279433;55	3285
NC_005823.1	3279885	unaware	-	NA	NA	NA	NA	3279624;2	3286
NC_005823.1	3279888	unaware	-	NA	NA	NA	3279127;5	NA	3286
NC_005823.1	3281235	unaware	-	NA	NA	NA	3280469;57	NA	3287
NC_005823.1	3281456	LIC_RS13820	-	3280859;2	NA	NA	3280370;27	3280777;4	3288
NC_005823.1	3282989	LIC_RS13830	-	NA	NA	NA	NA	3282014;1	3289
NC_005823.1	3283194	LIC_RS13830	-	NA	NA	NA	3282451;2	NA	3290
NC_005823.1	3283312	LIC_RS13835	-	3283201;1	NA	NA	NA	NA	3291
NC_005823.1	3283355	LIC_RS13830	-	NA	NA	NA	NA	3282841;1	3292
NC_005823.1	3283360	LIC_RS13835	-	NA	NA	NA	3282630;7	NA	3292
NC_005823.1	3283375	LIC_RS13835	-	3283043;1	NA	NA	NA	NA	3293
NC_005823.1	3283435	LIC_RS13830	-	NA	NA	NA	NA	3282841;1	3294
NC_005823.1	3283457	LIC_RS13835	-	NA	NA	NA	NA	3283221;1	3295
NC_005823.1	3283816	LIC_RS13840	-	NA	NA	NA	3283037;2	NA	3296
NC_005823.1	3284085	LIC_RS13840	-	NA	NA	NA	3283788;2	NA	3297
NC_005823.1	3284369	LIC_RS13845	-	NA	NA	NA	NA	3283909;1	3298
NC_005823.1	3284396	LIC_RS13845	-	NA	NA	NA	3283792;11	NA	3299
NC_005823.1	3284596	LIC_RS13845	-	NA	NA	NA	NA	3284262;1	3300
NC_005823.1	3284597	unaware	-	3284450;3	NA	NA	3283871;9	NA	3300
NC_005823.1	3286378	LIC_RS13850	-	3286161;1	NA	NA	NA	NA	3301
NC_005823.1	3286383	LIC_RS13850	-	NA	NA	NA	3285525;17	3285662;10	3301
NC_005823.1	3286535	LIC_RS13850	-	3286318;1	NA	NA	NA	NA	3302
NC_005823.1	3286815	LIC_RS13850	-	NA	3286352;1	NA	NA	NA	3303
NC_005823.1	3286961	LIC_RS13850	-	NA	3286342;1	NA	NA	NA	3304
NC_005823.1	3288528	LIC_RS13855	-	NA	NA	NA	NA	3287946;6	3305
NC_005823.1	3288533	LIC_RS13855	-	NA	NA	NA	3288128;29	NA	3305
NC_005823.1	3288534	LIC_RS13855	-	3288236;2	3288128;1	NA	NA	NA	3305
NC_005823.1	3288618	LIC_RS13855	-	NA	3288298;1	NA	NA	NA	3306
NC_005823.1	3288636	LIC_RS13855	-	NA	NA	NA	NA	3288454;7	3307
NC_005823.1	3288772	LIC_RS13860	-	NA	NA	NA	3288584;256	3288584;72	3308
NC_005823.1	3288774	LIC_RS13860	-	NA	3288543;1	NA	NA	NA	3308
NC_005823.1	3288775	LIC_RS13860	-	3288584;27	NA	NA	NA	NA	3308
NC_005823.1	3288861	unaware	-	3288305;3	NA	NA	NA	NA	3309
NC_005823.1	3289160	LIC_RS13860	-	NA	3288526;1	NA	NA	NA	3310
NC_005823.1	3289526	unaware	-	3288960;3	NA	NA	NA	NA	3311
NC_005823.1	3289772	LIC_RS13865	-	3289540;1	NA	NA	NA	NA	3312
NC_005823.1	3289778	LIC_RS13865	-	NA	NA	NA	3289540;48	3289540;8	3312
NC_005823.1	3289793	LIC_RS13865	-	3289538;1	NA	NA	NA	NA	3313
NC_005823.1	3289852	LIC_RS13865	-	3289661;1	NA	NA	NA	NA	3314
NC_005823.1	3290089	LIC_RS13870	-	NA	NA	NA	3289819;134	NA	3315
NC_005823.1	3290180	LIC_RS13870	-	3289886;14	NA	NA	3289819;129	3289819;40	3316
NC_005823.1	3290793	unaware	-	3290339;19	NA	NA	NA	NA	3317
NC_005823.1	3291433	unaware	-	3291232;6	NA	NA	NA	NA	3318
NC_005823.1	3292338	unaware	-	NA	NA	NA	3291937;792	NA	3319
NC_005823.1	3292816	LIC_RS13875	-	NA	NA	NA	3292567;50	3291935;11	3320
NC_005823.1	3292821	LIC_RS13875	-	3292360;5	NA	NA	NA	NA	3320
NC_005823.1	3293238	unaware	-	NA	NA	NA	3292707;328	NA	3321
NC_005823.1	3294144	LIC_RS13880	-	NA	NA	NA	3293934;110	3293934;29	3322
NC_005823.1	3294151	LIC_RS13880	-	NA	3293829;1	NA	NA	NA	3322
NC_005823.1	3294155	LIC_RS13880	-	3294014;19	NA	NA	NA	NA	3322
NC_005823.1	3294471	LIC_RS13880	-	NA	3294124;1	NA	NA	NA	3323
NC_005823.1	3294670	LIC_RS13885	-	3294221;63	3293926;4	NA	NA	NA	3324
NC_005823.1	3294672	LIC_RS13885	-	NA	NA	NA	3294221;653	3294221;163	3324
NC_005823.1	3295042	unaware	-	NA	NA	NA	3294221;7	NA	3325
NC_005823.1	3295050	unaware	-	NA	NA	NA	NA	3294556;2	3325
NC_005823.1	3295073	unaware	-	NA	NA	NA	3294577;2	NA	3326
NC_005823.1	3296277	unaware	-	NA	NA	NA	NA	3295821;2	3327
NC_005823.1	3296310	unaware	-	NA	NA	NA	3296056;2	NA	3328
NC_005823.1	3297091	unaware	-	NA	NA	NA	3296485;2	NA	3329
NC_005823.1	3303444	unaware	-	NA	NA	NA	NA	3302634;10	3330
NC_005823.1	3304121	LIC_RS13925	-	NA	NA	NA	3303736;1	NA	3331
NC_005823.1	3304429	LIC_RS13925	-	NA	NA	NA	3303689;1	NA	3332
NC_005823.1	3304456	LIC_RS13925	-	NA	NA	NA	NA	3303946;1	3333
NC_005823.1	3304460	unaware	-	3303980;2	NA	NA	NA	NA	3333
NC_005823.1	3304486	LIC_RS13925	-	NA	NA	NA	NA	3302271;1	3334
NC_005823.1	3304487	unaware	-	NA	NA	NA	3304254;7	NA	3334
NC_005823.1	3305421	unaware	-	NA	NA	NA	3305005;3	NA	3335
NC_005823.1	3306624	LIC_RS13930	-	NA	NA	NA	3305867;2	NA	3336
NC_005823.1	3306634	LIC_RS13930	-	NA	NA	NA	NA	3305725;3	3336
NC_005823.1	3310522	unaware	-	NA	NA	NA	3310080;18	NA	3337
NC_005823.1	3311894	unaware	-	NA	NA	NA	NA	3311533;2	3338
NC_005823.1	3311932	unaware	-	NA	NA	NA	3311603;2	NA	3339
NC_005823.1	3315270	unaware	-	NA	NA	NA	NA	3314618;5	3340
NC_005823.1	3315689	LIC_RS13970	-	NA	NA	NA	3315500;41	NA	3341
NC_005823.1	3315690	LIC_RS13970	-	NA	NA	NA	NA	3315500;12	3341
NC_005823.1	3315717	LIC_RS13970	-	3315516;1	NA	NA	NA	NA	3342
NC_005823.1	3315819	LIC_RS13970	-	3315507;1	NA	NA	NA	NA	3343
NC_005823.1	3315819	unaware	-	NA	NA	NA	3314594;2	NA	3343
NC_005823.1	3316683	unaware	-	NA	NA	NA	3316528;3	NA	3344
NC_005823.1	3317579	unaware	-	NA	NA	NA	3317336;2	NA	3345
NC_005823.1	3319844	unaware	-	3319484;2	NA	NA	NA	NA	3346
NC_005823.1	3320044	LIC_RS13985	-	NA	NA	NA	NA	3319669;5	3347
NC_005823.1	3320105	LIC_RS13985	-	NA	NA	NA	3319085;5	3319622;4	3348
NC_005823.1	3320833	unaware	-	NA	NA	NA	NA	3320300;2	3349
NC_005823.1	3321659	unaware	-	NA	NA	NA	3321318;8	NA	3350
NC_005823.1	3321769	unaware	-	NA	NA	NA	3320449;2	NA	3351
NC_005823.1	3323607	unaware	-	NA	NA	NA	NA	3322975;4	3352
NC_005823.1	3325481	unaware	-	NA	NA	NA	3324814;2	NA	3353
NC_005823.1	3326489	unaware	-	NA	NA	NA	NA	3326045;2	3354
NC_005823.1	3326938	unaware	-	NA	NA	NA	3326288;2	NA	3355
NC_005823.1	3328141	unaware	-	NA	NA	NA	NA	3327527;3	3356
NC_005823.1	3329582	LIC_RS14020	-	3329165;3	NA	NA	3328796;43	3328800;5	3357
NC_005823.1	3329746	unaware	-	NA	NA	NA	3329131;5	NA	3358
NC_005823.1	3329749	unaware	-	NA	NA	NA	NA	3329649;2	3358
NC_005823.1	3329856	unaware	-	3329507;2	NA	NA	NA	NA	3359
NC_005823.1	3330540	unaware	-	NA	NA	NA	3330051;3	NA	3360
NC_005823.1	3331206	unaware	-	NA	NA	NA	3330841;2	NA	3361
NC_005823.1	3332870	LIC_RS14035	-	NA	NA	NA	NA	3332489;2	3362
NC_005823.1	3332888	LIC_RS14035	-	NA	NA	NA	NA	3332557;2	3363
NC_005823.1	3332890	LIC_RS14035	-	NA	NA	NA	3332492;3	NA	3363
NC_005823.1	3332892	LIC_RS14035	-	3332613;1	NA	NA	NA	NA	3363
NC_005823.1	3333105	LIC_RS14035	-	3332556;1	NA	NA	NA	NA	3364
NC_005823.1	3333276	unaware	-	3332609;2	NA	NA	NA	NA	3365
NC_005823.1	3334362	unaware	-	NA	NA	NA	NA	3333805;19	3366
NC_005823.1	3335064	LIC_RS14045	-	NA	NA	NA	3334695;27	NA	3367
NC_005823.1	3335072	LIC_RS14045	-	3334695;6	NA	NA	NA	NA	3367
